,0,1,2,3,4,5,6,7
0,0.351073594752192,0.45286007107667503,0.3030776173524521,0.6265556024935282,0.7488967850318868,0.4717861998051619,0.879740631102497,0.4670111548827006
1,0.9378231186216179,0.1376721584976972,0.579667738934541,0.6042146549947309,0.37932954695913657,0.7936681728201131,0.2247913768551556,0.9839471056373571
2,0.29515611057288516,0.5118046139891451,0.2230879168211224,0.6067444090637808,0.42077825543083136,0.4977544284380848,0.9731546694118025,0.9298799738577256
3,0.3623294770048109,0.14887802937708494,0.327537213102276,0.2347374293489416,0.38474690653697574,0.0018119067015636148,0.4070808606733175,0.716824969948884
4,0.9754628184672974,0.9050327416157458,0.2607872352937448,0.14750811692810817,0.7897496552922606,0.456436912312148,0.6948338458119571,0.09462443319751268
5,0.1505421694364918,0.13763054067917802,0.8790590242063888,0.37534559991225513,0.6627830890582904,0.2072050616204918,0.7826555619023248,0.8930140696140262
6,0.1883155671614274,0.8492774407551024,0.8077326259008399,0.16782575154798818,0.46861719728455975,0.15905242798594377,0.3620244310626013,0.442454327111686
7,0.6297987554793129,0.6366825284314841,0.791186013059302,0.6242432816633781,0.5101283822396272,0.1653251297049192,0.5691584997723645,0.03395276829386451
8,0.6794759192554657,0.02718050101412084,0.5908115530508093,0.09261961498592619,0.7437396821576153,0.9378579454832291,0.6570014750816912,0.386047840200338
9,0.2272431213093149,0.48565887880466274,0.7656553908389291,0.7934398898946095,0.34609821305184074,0.3887964761311796,0.017263298815328176,0.28436201034395536
10,0.2779975929887267,0.6658393555556087,0.9501696212044293,0.2704433122449962,0.29117083150873757,0.5783992220858782,0.2878876556307126,0.5833668963583536
11,0.6969620401557052,0.576466756663538,0.3361083076942951,0.48275721776819824,0.5389440926275013,0.5911374173824758,0.7458082774708874,0.0742456381374973
12,0.15201841193734567,0.8830997734353927,0.5433750415280185,0.3509686858784212,0.8961533070167479,0.3310987353182848,0.5924431110131729,0.2548165017942978
13,0.35223752734043967,0.0535712381132083,0.18513921505668318,0.4612975919256468,0.3423306952262358,0.41867308735937125,0.96509388691909,0.10038025809219442
14,0.4408525326054997,0.5573013435129861,0.07999705626595444,0.9518035558980729,0.5398422020535935,0.05037292535036042,0.4379039451679747,0.47561560500238886
15,0.5124858816093057,0.4562844754127455,0.29889186485181085,0.5290423482863759,0.31452441556984456,0.34423946902591773,0.7267519430162906,0.9714635845098999
16,0.08299747424587633,0.10780463944803287,0.9504300819969606,0.7199096650914166,0.49489704388050293,0.3457112122064713,0.9412384119489301,0.7831644261632927
17,0.3073949657435444,0.636155331165309,0.7599330891207683,0.1899957134896929,0.14371098521261916,0.9904522073328329,0.015074569470415522,0.10472504250783188
18,0.7802983621770698,0.4987242703220053,0.2617901546604646,0.8980344161521006,0.8055081941497121,0.44717678447728704,0.9683211619393248,0.06868507883277208
19,0.8385390304349983,0.23971142282776658,0.13607881828932478,0.7601708307317407,0.35397590948165725,0.6923785261727127,0.39337520722999253,0.36760539882760335
20,0.07649263554978458,0.22454120943873912,0.8530267660721451,0.6185297115113858,0.6513102188058112,0.5193166690274486,0.09055420414830129,0.04928117914897123
21,0.4426547050578139,0.9876446268969488,0.13137218833551956,0.7088199411441707,0.6018516298967171,0.10026920587492194,0.0615486466699674,0.7177173972684143
22,0.03306482336878003,0.5564244097128375,0.292591496651595,0.8915622724742399,0.3745390963769797,0.4303899719785319,0.5666333471032222,0.6129821964770844
23,0.1858813132661863,0.1023866407145051,0.48951374455253704,0.8084813726058254,0.00657807086735851,0.4242068723765423,0.6187888327171676,0.08130480938757545
24,0.10585314223281161,0.9836318318413644,0.4845773028032986,0.7737043987819042,0.9469749406350083,0.3465760525449533,0.2744577945705863,0.951842404829025
25,0.2996355328801724,0.3933500782506031,0.5159272010472467,0.1203966153382674,0.334250900109628,0.3131428263879762,0.4231131993305981,0.534711347526835
26,0.7916896518297464,0.1374160366571413,0.5539010976867559,0.2317942518851751,0.0303690376584711,0.8050744490276889,0.5917533175874505,0.5980923565346715
27,0.7263287300887716,0.8317126516982014,0.4124931764542479,0.7317866841023055,0.3369517766476683,0.917609483433038,0.5420867887435498,0.2981921859068105
28,0.11542803476336605,0.2962448929602075,0.4551400260048518,0.295300688875868,0.4732664910929705,0.8825777972396693,0.8569679976722946,0.6900950860213927
29,0.905798509103503,0.4201219559443511,0.964746667336193,0.4836020453507547,0.6895206563887484,0.3563739756918315,0.09193088703135432,0.5450308244304064
30,0.7057327075846167,0.7104774229251435,0.8622394527042727,0.4407714799241068,0.7093993884224662,0.4016196085409284,0.34669603832663964,0.8551909687051218
31,0.4477451438546264,0.08428289054369631,0.2630007356021621,0.5272949729706786,0.5352000872711143,0.3747210203589665,0.21786576107820366,0.053579805887173815
32,0.8469747688555297,0.04261965050809868,0.9275573135038072,0.23004397492995698,0.8586722752524365,0.8449600852060326,0.0331286877058391,0.17686384544500033
33,0.6116844859617534,0.29744954192510564,0.21821138370438986,0.17987568147340516,0.6361043077465501,0.4974343190506906,0.059903675549353164,0.03442296422784641
34,0.41711769540678845,0.44457329070480744,0.2293554395002516,0.9289782615627815,0.2599841870308195,0.45434757164425854,0.5556209156110326,0.8468406143365251
35,0.2154492245949311,0.5711989366110556,0.8045025493555554,0.5463645038609748,0.03747681604708486,0.5344152760492488,0.9655096646948708,0.09454634603854284
36,0.9856869973388016,0.9682313690445781,0.41445222006343796,0.3500097308687392,0.017862056392674908,0.5976124077975268,0.4138869443281894,0.4711854812077929
37,0.2507632191251652,0.41899595076149343,0.5523529339364783,0.024329786463651915,0.4450799280278036,0.3006299012481184,0.5284008153999574,0.5014951192122549
38,0.23804893402813898,0.5887038518813895,0.934221223444641,0.8651754405905704,0.9823726408238812,0.4823520940204167,0.5757871267869703,0.060792880987758036
39,0.7311586805981248,0.7022486622766406,0.0703771514623136,0.38470869126023954,0.9629804712444838,0.753065032813433,0.9140898273185345,0.12945457957040696
40,0.8157303831441935,0.023542643364425353,0.17400144119349015,0.44982957057153417,0.5382300638757683,0.8937528681476651,0.6879832486214316,0.952404886302023
41,0.7323486147934791,0.4760149380720847,0.2314491449221845,0.46208764769896626,0.653251744401335,0.7610907024561633,0.4165222644261197,0.43861879642362567
42,0.619668033865727,0.04632926952638128,0.427717808375203,0.6956983128913088,0.41998287890291053,0.8098357980880414,0.25976619096710574,0.36035114861505546
43,0.852815618738296,0.5153427526645681,0.8134986940065745,0.49020473008521026,0.18281340708491123,0.47968787148400993,0.6051918516538796,0.11522084211370165
44,0.4351271351581093,0.44753503714180065,0.3244377315240262,0.7431218615514358,0.5625016458029072,0.7834181682974882,0.7069411241038578,0.5882443955034177
45,0.9914421926245655,0.04607474009412715,0.7753395264018134,0.5994224941510422,0.2519134450392153,0.45831213864535747,0.47100673284361927,0.5239591393075875
46,0.4810247600835652,0.5943434943926408,0.5695957444832348,0.3696861108949854,0.986824093709085,0.08402871081508001,0.23090316379864062,0.0991847390123084
47,0.07963230663889675,0.4641938517207864,0.3406381566950937,0.6700150956596108,0.9285694318755944,0.07077842757013775,0.37443267781111,0.13313961865509805
48,0.0688178218128841,0.8896474821820846,0.4214674109699561,0.7224531287073196,0.8608151042854513,0.9451155244075485,0.7864926720496822,0.2556623913562468
49,0.20780559601249904,0.5572847028375222,0.5086852030211522,0.3876607880123718,0.6119683523538596,0.9436438441559751,0.744144370845792,0.7630661963781512
50,0.2136714326057687,0.7390495080864423,0.26620923567735455,0.7981415418944605,0.954776135482366,0.7457143642506489,0.1565587688056378,0.0987784815950995
51,0.3004132437265993,0.34913378085075364,0.9686478206415939,0.6229364784368191,0.4547839563055488,0.2368000175563969,0.15980447476007453,0.4896557075089978
52,0.15390124154759977,0.08588329889688029,0.7667567398158802,0.18730242640434314,0.5183137424518449,0.68703447487363,0.8239014509033831,0.16233570270210373
53,0.4983149953231575,0.549174057046726,0.5089602881593763,0.7928552324791514,0.9662039816118827,0.00602435537704149,0.010123146973851305,0.5417075741842156
54,0.11581708633772414,0.005110547216800598,0.874039154114096,0.0956830945135635,0.8034227183703124,0.5370723074954259,0.9935011327532036,0.7717501749709176
55,0.11979998597506447,0.4161976391414528,0.3412519034384809,0.8070866827817024,0.12222794310999985,0.7383120021129185,0.01009549725918879,0.3131810550535655
56,0.685665983510765,0.06680693692813477,0.7593156635813036,0.23860691129160383,0.1650613875008552,0.05920954728055483,0.6610467192358441,0.11733144663587036
57,0.3799468883924787,0.5879295455418027,0.1982783353733275,0.06806288105029112,0.1593472733468776,0.16300802486977228,0.7399682913613226,0.08569605532450231
58,0.7358810250123344,0.4552553572673158,0.3105164285233172,0.292469630642763,0.33640097384520884,0.9460960230714669,0.005809299043750826,0.5245569270804493
59,0.9328794844655183,0.4351836141911467,0.1254410567427363,0.04387617878855887,0.9277220443501696,0.9676318383353463,0.10718104597930966,0.7722176704305957
60,0.46597060901321674,0.709181785066813,0.5373410428669163,0.4627135359370953,0.42660599069997585,0.952321447277741,0.4406572101674815,0.8013668190463447
